Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Consent,Cultivar,DATASTORE filetype,DATASTORE provider,DATASTORE region,dev_stage,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,SRA Study,tissue,collected_by,Collection_Date,replicate,variety
SRR11091037,RNA-Seq,86,411836284,PRJNA557253,SAMN14113459,Plant,170802374,JOHNS HOPKINS UNIVERSITY,public,EA00371,"sra,fastq,run.zq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",Cotyledon with 2 visible true leaves,SRX7730047,USA,North America,"USA: Cold Spring Harbor\, NY",NextSeq 500,463_1,SINGLE,cDNA,TRANSCRIPTOMIC,Solanum lycopersicum,ILLUMINA,2020-05-04T00:00:00Z,2020-02-14T16:13:00Z,1,EA00371_cotyledon_rep1,SRP216764,Cotyledon,Xingang Wang,2018-04,biological replicate 1,
SRR11091038,RNA-Seq,86,346100206,PRJNA557253,SAMN14113458,Plant,144885327,JOHNS HOPKINS UNIVERSITY,public,LA2463,"run.zq,sra,fastq","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",Cotyledon with 2 visible true leaves,SRX7730046,USA,North America,"USA: Cold Spring Harbor\, NY",NextSeq 500,462_4,SINGLE,cDNA,TRANSCRIPTOMIC,Solanum lycopersicum,ILLUMINA,2020-05-04T00:00:00Z,2020-02-14T16:13:00Z,1,LA2463_cotyledon_rep4,SRP216764,Cotyledon,Xingang Wang,2018-04,biological replicate 4,
SRR11091039,RNA-Seq,86,383873556,PRJNA557253,SAMN14113457,Plant,165054961,JOHNS HOPKINS UNIVERSITY,public,LA2463,"fastq,run.zq,sra","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",Cotyledon with 2 visible true leaves,SRX7730045,USA,North America,"USA: Cold Spring Harbor\, NY",NextSeq 500,462_3,SINGLE,cDNA,TRANSCRIPTOMIC,Solanum lycopersicum,ILLUMINA,2020-05-04T00:00:00Z,2020-02-14T16:13:00Z,1,LA2463_cotyledon_rep3,SRP216764,Cotyledon,Xingang Wang,2018-04,biological replicate 3,
SRR11091040,RNA-Seq,86,451869284,PRJNA557253,SAMN14113456,Plant,188724227,JOHNS HOPKINS UNIVERSITY,public,LA2463,"fastq,sra,run.zq","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",Cotyledon with 2 visible true leaves,SRX7730044,USA,North America,"USA: Cold Spring Harbor\, NY",NextSeq 500,462_2,SINGLE,cDNA,TRANSCRIPTOMIC,Solanum lycopersicum,ILLUMINA,2020-05-04T00:00:00Z,2020-02-14T16:13:00Z,1,LA2463_cotyledon_rep2,SRP216764,Cotyledon,Xingang Wang,2018-04,biological replicate 2,
SRR11091041,RNA-Seq,86,441761016,PRJNA557253,SAMN14113455,Plant,183502412,JOHNS HOPKINS UNIVERSITY,public,LA2463,"fastq,sra,run.zq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",Cotyledon with 2 visible true leaves,SRX7730043,USA,North America,"USA: Cold Spring Harbor\, NY",NextSeq 500,462_1,SINGLE,cDNA,TRANSCRIPTOMIC,Solanum lycopersicum,ILLUMINA,2020-05-04T00:00:00Z,2020-02-14T16:13:00Z,1,LA2463_cotyledon_rep1,SRP216764,Cotyledon,Xingang Wang,2018-04,biological replicate 1,
SRR11091042,RNA-Seq,86,338189668,PRJNA557253,SAMN14113419,Plant,143796316,JOHNS HOPKINS UNIVERSITY,public,EA02054,"fastq,run.zq,sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",Cotyledon with 2 visible true leaves,SRX7730042,USA,North America,"USA: Cold Spring Harbor\, NY",NextSeq 500,17_1,SINGLE,cDNA,TRANSCRIPTOMIC,Solanum lycopersicum,ILLUMINA,2020-05-04T00:00:00Z,2020-02-14T16:13:00Z,1,EA02054_cotyledon_rep1,SRP216764,Cotyledon,Xingang Wang,2018-04,biological replicate 1,
SRR11091043,RNA-Seq,86,388624970,PRJNA557253,SAMN14113454,Plant,161590485,JOHNS HOPKINS UNIVERSITY,public,EA00940,"run.zq,fastq,sra","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",Cotyledon with 2 visible true leaves,SRX7730041,USA,North America,"USA: Cold Spring Harbor\, NY",NextSeq 500,461_4,SINGLE,cDNA,TRANSCRIPTOMIC,Solanum lycopersicum,ILLUMINA,2020-05-04T00:00:00Z,2020-02-14T16:13:00Z,1,EA00940_cotyledon_rep4,SRP216764,Cotyledon,Xingang Wang,2018-04,biological replicate 4,
SRR11091044,RNA-Seq,86,375450802,PRJNA557253,SAMN14113453,Plant,159712825,JOHNS HOPKINS UNIVERSITY,public,EA00940,"fastq,sra,run.zq","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",Cotyledon with 2 visible true leaves,SRX7730040,USA,North America,"USA: Cold Spring Harbor\, NY",NextSeq 500,461_3,SINGLE,cDNA,TRANSCRIPTOMIC,Solanum lycopersicum,ILLUMINA,2020-05-04T00:00:00Z,2020-02-14T16:13:00Z,1,EA00940_cotyledon_rep3,SRP216764,Cotyledon,Xingang Wang,2018-04,biological replicate 3,
SRR11091045,RNA-Seq,86,331520282,PRJNA557253,SAMN14113452,Plant,139390702,JOHNS HOPKINS UNIVERSITY,public,EA00940,"sra,fastq,run.zq","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",Cotyledon with 2 visible true leaves,SRX7730039,USA,North America,"USA: Cold Spring Harbor\, NY",NextSeq 500,461_2,SINGLE,cDNA,TRANSCRIPTOMIC,Solanum lycopersicum,ILLUMINA,2020-05-04T00:00:00Z,2020-02-14T16:13:00Z,1,EA00940_cotyledon_rep2,SRP216764,Cotyledon,Xingang Wang,2018-04,biological replicate 2,
SRR11091046,RNA-Seq,86,384414152,PRJNA557253,SAMN14113451,Plant,159567748,JOHNS HOPKINS UNIVERSITY,public,EA00940,"sra,fastq,run.zq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",Cotyledon with 2 visible true leaves,SRX7730038,USA,North America,"USA: Cold Spring Harbor\, NY",NextSeq 500,461_1,SINGLE,cDNA,TRANSCRIPTOMIC,Solanum lycopersicum,ILLUMINA,2020-05-04T00:00:00Z,2020-02-14T16:14:00Z,1,EA00940_cotyledon_rep1,SRP216764,Cotyledon,Xingang Wang,2018-04,biological replicate 1,
SRR11091047,RNA-Seq,86,359661976,PRJNA557253,SAMN14113450,Plant,153259183,JOHNS HOPKINS UNIVERSITY,public,LA2706,"run.zq,fastq,sra","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",Cotyledon with 2 visible true leaves,SRX7730037,USA,North America,"USA: Cold Spring Harbor\, NY",NextSeq 500,460_4,SINGLE,cDNA,TRANSCRIPTOMIC,Solanum lycopersicum,ILLUMINA,2020-05-04T00:00:00Z,2020-02-14T16:14:00Z,1,LA2706_cotyledon_rep4,SRP216764,Cotyledon,Xingang Wang,2018-04,biological replicate 4,
SRR11091048,RNA-Seq,86,435990158,PRJNA557253,SAMN14113449,Plant,181939734,JOHNS HOPKINS UNIVERSITY,public,LA2706,"sra,fastq,run.zq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",Cotyledon with 2 visible true leaves,SRX7730036,USA,North America,"USA: Cold Spring Harbor\, NY",NextSeq 500,460_3,SINGLE,cDNA,TRANSCRIPTOMIC,Solanum lycopersicum,ILLUMINA,2020-05-04T00:00:00Z,2020-02-14T16:14:00Z,1,LA2706_cotyledon_rep3,SRP216764,Cotyledon,Xingang Wang,2018-04,biological replicate 3,
SRR11091049,RNA-Seq,86,404120966,PRJNA557253,SAMN14113448,Plant,167700791,JOHNS HOPKINS UNIVERSITY,public,LA2706,"fastq,sra,run.zq","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",Cotyledon with 2 visible true leaves,SRX7730035,USA,North America,"USA: Cold Spring Harbor\, NY",NextSeq 500,460_2,SINGLE,cDNA,TRANSCRIPTOMIC,Solanum lycopersicum,ILLUMINA,2020-05-04T00:00:00Z,2020-02-14T16:15:00Z,1,LA2706_cotyledon_rep2,SRP216764,Cotyledon,Xingang Wang,2018-04,biological replicate 2,
SRR11091050,RNA-Seq,86,331571710,PRJNA557253,SAMN14113447,Plant,137734803,JOHNS HOPKINS UNIVERSITY,public,LA2706,"fastq,run.zq,sra","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",Cotyledon with 2 visible true leaves,SRX7730034,USA,North America,"USA: Cold Spring Harbor\, NY",NextSeq 500,460_1,SINGLE,cDNA,TRANSCRIPTOMIC,Solanum lycopersicum,ILLUMINA,2020-05-04T00:00:00Z,2020-02-14T16:14:00Z,1,LA2706_cotyledon_rep1,SRP216764,Cotyledon,Xingang Wang,2018-04,biological replicate 1,
SRR11091051,RNA-Seq,86,322689114,PRJNA557253,SAMN14113446,Plant,134527846,JOHNS HOPKINS UNIVERSITY,public,LYC1410,"fastq,sra,run.zq","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",Cotyledon with 2 visible true leaves,SRX7730033,USA,North America,"USA: Cold Spring Harbor\, NY",NextSeq 500,459_4,SINGLE,cDNA,TRANSCRIPTOMIC,Solanum lycopersicum,ILLUMINA,2020-05-04T00:00:00Z,2020-02-14T16:14:00Z,1,LYC1410_cotyledon_rep4,SRP216764,Cotyledon,Xingang Wang,2018-04,biological replicate 4,
SRR11091052,RNA-Seq,86,329538498,PRJNA557253,SAMN14113445,Plant,140625761,JOHNS HOPKINS UNIVERSITY,public,LYC1410,"run.zq,sra,fastq","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",Cotyledon with 2 visible true leaves,SRX7730032,USA,North America,"USA: Cold Spring Harbor\, NY",NextSeq 500,459_3,SINGLE,cDNA,TRANSCRIPTOMIC,Solanum lycopersicum,ILLUMINA,2020-05-04T00:00:00Z,2020-02-14T16:14:00Z,1,LYC1410_cotyledon_rep3,SRP216764,Cotyledon,Xingang Wang,2018-04,biological replicate 3,
SRR11091053,RNA-Seq,86,267107228,PRJNA557253,SAMN14113418,Plant,111274874,JOHNS HOPKINS UNIVERSITY,public,EA01640,"sra,fastq,run.zq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",Cotyledon with 2 visible true leaves,SRX7730031,USA,North America,"USA: Cold Spring Harbor\, NY",NextSeq 500,16_4,SINGLE,cDNA,TRANSCRIPTOMIC,Solanum lycopersicum,ILLUMINA,2020-05-04T00:00:00Z,2020-02-14T16:14:00Z,1,EA01640_cotyledon_rep4,SRP216764,Cotyledon,Xingang Wang,2018-04,biological replicate 4,
SRR11091054,RNA-Seq,86,316315052,PRJNA557253,SAMN14113444,Plant,132217759,JOHNS HOPKINS UNIVERSITY,public,LYC1410,"fastq,sra,run.zq","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",Cotyledon with 2 visible true leaves,SRX7730030,USA,North America,"USA: Cold Spring Harbor\, NY",NextSeq 500,459_2,SINGLE,cDNA,TRANSCRIPTOMIC,Solanum lycopersicum,ILLUMINA,2020-05-04T00:00:00Z,2020-02-14T16:14:00Z,1,LYC1410_cotyledon_rep2,SRP216764,Cotyledon,Xingang Wang,2018-04,biological replicate 2,
SRR11091055,RNA-Seq,86,296395818,PRJNA557253,SAMN14113443,Plant,124395126,JOHNS HOPKINS UNIVERSITY,public,LYC1410,"run.zq,sra,fastq","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",Cotyledon with 2 visible true leaves,SRX7730029,USA,North America,"USA: Cold Spring Harbor\, NY",NextSeq 500,459_1,SINGLE,cDNA,TRANSCRIPTOMIC,Solanum lycopersicum,ILLUMINA,2020-05-04T00:00:00Z,2020-02-14T16:15:00Z,1,LYC1410_cotyledon_rep1,SRP216764,Cotyledon,Xingang Wang,2018-04,biological replicate 1,
SRR11091056,RNA-Seq,86,353785596,PRJNA557253,SAMN14113442,Plant,147269874,JOHNS HOPKINS UNIVERSITY,public,LYC1969,"run.zq,sra,fastq","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",Cotyledon with 2 visible true leaves,SRX7730028,USA,North America,"USA: Cold Spring Harbor\, NY",NextSeq 500,458_4,SINGLE,cDNA,TRANSCRIPTOMIC,Solanum lycopersicum,ILLUMINA,2020-05-04T00:00:00Z,2020-02-14T16:14:00Z,1,LYC1969_cotyledon_rep4,SRP216764,Cotyledon,Xingang Wang,2018-04,biological replicate 4,
SRR11091057,RNA-Seq,86,438741126,PRJNA557253,SAMN14113441,Plant,187130261,JOHNS HOPKINS UNIVERSITY,public,LYC1969,"fastq,run.zq,sra","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",Cotyledon with 2 visible true leaves,SRX7730027,USA,North America,"USA: Cold Spring Harbor\, NY",NextSeq 500,458_3,SINGLE,cDNA,TRANSCRIPTOMIC,Solanum lycopersicum,ILLUMINA,2020-05-04T00:00:00Z,2020-02-14T16:15:00Z,1,LYC1969_cotyledon_rep3,SRP216764,Cotyledon,Xingang Wang,2018-04,biological replicate 3,
SRR11091058,RNA-Seq,86,384743016,PRJNA557253,SAMN14113440,Plant,163730830,JOHNS HOPKINS UNIVERSITY,public,LYC1969,"sra,fastq,run.zq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",Cotyledon with 2 visible true leaves,SRX7730026,USA,North America,"USA: Cold Spring Harbor\, NY",NextSeq 500,458_2,SINGLE,cDNA,TRANSCRIPTOMIC,Solanum lycopersicum,ILLUMINA,2020-05-04T00:00:00Z,2020-02-14T16:15:00Z,1,LYC1969_cotyledon_rep2,SRP216764,Cotyledon,Xingang Wang,2018-04,biological replicate 2,
SRR11091059,RNA-Seq,86,438439524,PRJNA557253,SAMN14113439,Plant,181200425,JOHNS HOPKINS UNIVERSITY,public,LYC1969,"run.zq,sra,fastq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Cotyledon with 2 visible true leaves,SRX7730025,USA,North America,"USA: Cold Spring Harbor\, NY",NextSeq 500,458_1,SINGLE,cDNA,TRANSCRIPTOMIC,Solanum lycopersicum,ILLUMINA,2020-05-04T00:00:00Z,2020-02-14T16:15:00Z,1,LYC1969_cotyledon_rep1,SRP216764,Cotyledon,Xingang Wang,2018-04,biological replicate 1,
SRR11091060,RNA-Seq,86,449592434,PRJNA557253,SAMN14113438,Plant,192182861,JOHNS HOPKINS UNIVERSITY,public,TR00003,"sra,run.zq,fastq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",Cotyledon with 2 visible true leaves,SRX7730024,USA,North America,"USA: Cold Spring Harbor\, NY",NextSeq 500,21_4,SINGLE,cDNA,TRANSCRIPTOMIC,Solanum lycopersicum,ILLUMINA,2020-05-04T00:00:00Z,2020-02-14T16:15:00Z,1,TR00003_cotyledon_rep4,SRP216764,Cotyledon,Xingang Wang,2018-04,biological replicate 4,
SRR11091061,RNA-Seq,86,496276932,PRJNA557253,SAMN14113644,Plant,185485694,JOHNS HOPKINS UNIVERSITY,public,BGV006767,"sra,fastq,run.zq","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",Early vegetative apical meristems,SRX7730023,USA,North America,"USA: Cold Spring Harbor\, NY",NextSeq 500,97349,SINGLE,cDNA,TRANSCRIPTOMIC,Solanum lycopersicum,ILLUMINA,2020-05-04T00:00:00Z,2020-02-14T16:15:00Z,1,BGV006767_apex_rep3,SRP216764,Apex (meristem and two youngest leaf primordia),Xingang Wang/Matthias Benoit/Sebastian Soyk,2019-04,biological replicate 3,
SRR11091062,RNA-Seq,86,518117406,PRJNA557253,SAMN14113643,Plant,190883734,JOHNS HOPKINS UNIVERSITY,public,BGV006767,"sra,fastq,run.zq","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",Early vegetative apical meristems,SRX7730022,USA,North America,"USA: Cold Spring Harbor\, NY",NextSeq 500,97348,SINGLE,cDNA,TRANSCRIPTOMIC,Solanum lycopersicum,ILLUMINA,2020-05-04T00:00:00Z,2020-02-14T16:15:00Z,1,BGV006767_apex_rep2,SRP216764,Apex (meristem and two youngest leaf primordia),Xingang Wang/Matthias Benoit/Sebastian Soyk,2019-04,biological replicate 2,
SRR11091063,RNA-Seq,86,514757558,PRJNA557253,SAMN14113642,Plant,191578219,JOHNS HOPKINS UNIVERSITY,public,BGV006767,"fastq,run.zq,sra","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",Early vegetative apical meristems,SRX7730021,USA,North America,"USA: Cold Spring Harbor\, NY",NextSeq 500,97347,SINGLE,cDNA,TRANSCRIPTOMIC,Solanum lycopersicum,ILLUMINA,2020-05-04T00:00:00Z,2020-02-14T16:15:00Z,1,BGV006767_apex_rep1,SRP216764,Apex (meristem and two youngest leaf primordia),Xingang Wang/Matthias Benoit/Sebastian Soyk,2019-04,biological replicate 1,
SRR11091064,RNA-Seq,86,457207046,PRJNA557253,SAMN14113641,Plant,170010410,JOHNS HOPKINS UNIVERSITY,public,BGV007992,"fastq,run.zq,sra","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",Early vegetative apical meristems,SRX7730020,USA,North America,"USA: Cold Spring Harbor\, NY",NextSeq 500,97346,SINGLE,cDNA,TRANSCRIPTOMIC,Solanum lycopersicum,ILLUMINA,2020-05-04T00:00:00Z,2020-02-14T16:15:00Z,1,BGV007992_apex_rep3,SRP216764,Apex (meristem and two youngest leaf primordia),Xingang Wang/Matthias Benoit/Sebastian Soyk,2019-04,biological replicate 3,
SRR11091065,RNA-Seq,86,1025029614,PRJNA557253,SAMN14113640,Plant,385631296,JOHNS HOPKINS UNIVERSITY,public,BGV007992,"fastq,sra,run.zq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",Early vegetative apical meristems,SRX7730019,USA,North America,"USA: Cold Spring Harbor\, NY",NextSeq 500,97345,SINGLE,cDNA,TRANSCRIPTOMIC,Solanum lycopersicum,ILLUMINA,2020-05-04T00:00:00Z,2020-02-14T16:19:00Z,1,BGV007992_apex_rep2,SRP216764,Apex (meristem and two youngest leaf primordia),Xingang Wang/Matthias Benoit/Sebastian Soyk,2019-04,biological replicate 2,
SRR11091066,RNA-Seq,86,595593602,PRJNA557253,SAMN14113639,Plant,221925080,JOHNS HOPKINS UNIVERSITY,public,BGV007992,"run.zq,sra,fastq","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",Early vegetative apical meristems,SRX7730018,USA,North America,"USA: Cold Spring Harbor\, NY",NextSeq 500,97344,SINGLE,cDNA,TRANSCRIPTOMIC,Solanum lycopersicum,ILLUMINA,2020-05-04T00:00:00Z,2020-02-14T16:16:00Z,1,BGV007992_apex_rep1,SRP216764,Apex (meristem and two youngest leaf primordia),Xingang Wang/Matthias Benoit/Sebastian Soyk,2019-04,biological replicate 1,
SRR11091067,RNA-Seq,86,860779418,PRJNA557253,SAMN14113638,Plant,320820983,JOHNS HOPKINS UNIVERSITY,public,BGV006906,"sra,run.zq,fastq","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",Early vegetative apical meristems,SRX7730017,USA,North America,"USA: Cold Spring Harbor\, NY",NextSeq 500,97343,SINGLE,cDNA,TRANSCRIPTOMIC,Solanum lycopersicum,ILLUMINA,2020-05-04T00:00:00Z,2020-02-14T16:18:00Z,1,BGV006906_apex_rep3,SRP216764,Apex (meristem and two youngest leaf primordia),Xingang Wang/Matthias Benoit/Sebastian Soyk,2019-04,biological replicate 3,
SRR11091068,RNA-Seq,86,555011320,PRJNA557253,SAMN14113637,Plant,206806161,JOHNS HOPKINS UNIVERSITY,public,BGV006906,"run.zq,fastq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",Early vegetative apical meristems,SRX7730016,USA,North America,"USA: Cold Spring Harbor\, NY",NextSeq 500,97342,SINGLE,cDNA,TRANSCRIPTOMIC,Solanum lycopersicum,ILLUMINA,2020-05-04T00:00:00Z,2020-02-14T16:16:00Z,1,BGV006906_apex_rep2,SRP216764,Apex (meristem and two youngest leaf primordia),Xingang Wang/Matthias Benoit/Sebastian Soyk,2019-04,biological replicate 2,
SRR11091069,RNA-Seq,86,705653650,PRJNA557253,SAMN14113636,Plant,263029483,JOHNS HOPKINS UNIVERSITY,public,BGV006906,"fastq,run.zq,sra","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",Early vegetative apical meristems,SRX7730015,USA,North America,"USA: Cold Spring Harbor\, NY",NextSeq 500,97341,SINGLE,cDNA,TRANSCRIPTOMIC,Solanum lycopersicum,ILLUMINA,2020-05-04T00:00:00Z,2020-02-14T16:16:00Z,1,BGV006906_apex_rep1,SRP216764,Apex (meristem and two youngest leaf primordia),Xingang Wang/Matthias Benoit/Sebastian Soyk,2019-04,biological replicate 1,
SRR11091070,RNA-Seq,86,424507008,PRJNA557253,SAMN14113635,Plant,157780993,JOHNS HOPKINS UNIVERSITY,public,EA00371,"run.zq,fastq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",Early vegetative apical meristems,SRX7730014,USA,North America,"USA: Cold Spring Harbor\, NY",NextSeq 500,97340,SINGLE,cDNA,TRANSCRIPTOMIC,Solanum lycopersicum,ILLUMINA,2020-05-04T00:00:00Z,2020-02-14T16:15:00Z,1,EA00371_apex_rep3,SRP216764,Apex (meristem and two youngest leaf primordia),Xingang Wang/Matthias Benoit/Sebastian Soyk,2019-04,biological replicate 3,
SRR11091071,RNA-Seq,86,308810090,PRJNA557253,SAMN14113437,Plant,132217607,JOHNS HOPKINS UNIVERSITY,public,TR00003,"sra,fastq,run.zq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",Cotyledon with 2 visible true leaves,SRX7730013,USA,North America,"USA: Cold Spring Harbor\, NY",NextSeq 500,21_3,SINGLE,cDNA,TRANSCRIPTOMIC,Solanum lycopersicum,ILLUMINA,2020-05-04T00:00:00Z,2020-02-14T16:15:00Z,1,TR00003_cotyledon_rep3,SRP216764,Cotyledon,Xingang Wang,2018-04,biological replicate 3,
SRR11091072,RNA-Seq,86,629701804,PRJNA557253,SAMN14113634,Plant,232752783,JOHNS HOPKINS UNIVERSITY,public,EA00371,"fastq,run.zq,sra","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",Early vegetative apical meristems,SRX7730012,USA,North America,"USA: Cold Spring Harbor\, NY",NextSeq 500,97339,SINGLE,cDNA,TRANSCRIPTOMIC,Solanum lycopersicum,ILLUMINA,2020-05-04T00:00:00Z,2020-02-14T16:16:00Z,1,EA00371_apex_rep2,SRP216764,Apex (meristem and two youngest leaf primordia),Xingang Wang/Matthias Benoit/Sebastian Soyk,2019-04,biological replicate 2,
SRR11091073,RNA-Seq,86,641524826,PRJNA557253,SAMN14113633,Plant,237114415,JOHNS HOPKINS UNIVERSITY,public,EA00371,"sra,run.zq,fastq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",Early vegetative apical meristems,SRX7730011,USA,North America,"USA: Cold Spring Harbor\, NY",NextSeq 500,97338,SINGLE,cDNA,TRANSCRIPTOMIC,Solanum lycopersicum,ILLUMINA,2020-05-04T00:00:00Z,2020-02-14T16:17:00Z,1,EA00371_apex_rep1,SRP216764,Apex (meristem and two youngest leaf primordia),Xingang Wang/Matthias Benoit/Sebastian Soyk,2019-04,biological replicate 1,
SRR11091074,RNA-Seq,86,13079396,PRJNA557253,SAMN14113632,Plant,5596844,JOHNS HOPKINS UNIVERSITY,public,LA2463,"sra,fastq,run.zq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",Early vegetative apical meristems,SRX7730010,USA,North America,"USA: Cold Spring Harbor\, NY",NextSeq 500,97337,SINGLE,cDNA,TRANSCRIPTOMIC,Solanum lycopersicum,ILLUMINA,2020-05-04T00:00:00Z,2020-02-14T16:14:00Z,1,LA2463_apex_rep3,SRP216764,Apex (meristem and two youngest leaf primordia),Xingang Wang/Matthias Benoit/Sebastian Soyk,2019-04,biological replicate 3,
SRR11091075,RNA-Seq,86,397609218,PRJNA557253,SAMN14113631,Plant,147096315,JOHNS HOPKINS UNIVERSITY,public,LA2463,"run.zq,sra,fastq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",Early vegetative apical meristems,SRX7730009,USA,North America,"USA: Cold Spring Harbor\, NY",NextSeq 500,97336,SINGLE,cDNA,TRANSCRIPTOMIC,Solanum lycopersicum,ILLUMINA,2020-05-04T00:00:00Z,2020-02-14T16:15:00Z,1,LA2463_apex_rep2,SRP216764,Apex (meristem and two youngest leaf primordia),Xingang Wang/Matthias Benoit/Sebastian Soyk,2019-04,biological replicate 2,
SRR11091076,RNA-Seq,86,681559288,PRJNA557253,SAMN14113630,Plant,251382990,JOHNS HOPKINS UNIVERSITY,public,LA2463,"sra,run.zq,fastq","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",Early vegetative apical meristems,SRX7730008,USA,North America,"USA: Cold Spring Harbor\, NY",NextSeq 500,97335,SINGLE,cDNA,TRANSCRIPTOMIC,Solanum lycopersicum,ILLUMINA,2020-05-04T00:00:00Z,2020-02-14T16:16:00Z,1,LA2463_apex_rep1,SRP216764,Apex (meristem and two youngest leaf primordia),Xingang Wang/Matthias Benoit/Sebastian Soyk,2019-04,biological replicate 1,
SRR11091077,RNA-Seq,86,543479150,PRJNA557253,SAMN14113629,Plant,200074128,JOHNS HOPKINS UNIVERSITY,public,EA00940,"run.zq,fastq,sra","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",Early vegetative apical meristems,SRX7730007,USA,North America,"USA: Cold Spring Harbor\, NY",NextSeq 500,97334,SINGLE,cDNA,TRANSCRIPTOMIC,Solanum lycopersicum,ILLUMINA,2020-05-04T00:00:00Z,2020-02-14T16:16:00Z,1,EA00940_apex_rep3,SRP216764,Apex (meristem and two youngest leaf primordia),Xingang Wang/Matthias Benoit/Sebastian Soyk,2019-04,biological replicate 3,
SRR11091078,RNA-Seq,86,699447804,PRJNA557253,SAMN14113628,Plant,257492636,JOHNS HOPKINS UNIVERSITY,public,EA00940,"run.zq,sra,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",Early vegetative apical meristems,SRX7730006,USA,North America,"USA: Cold Spring Harbor\, NY",NextSeq 500,97333,SINGLE,cDNA,TRANSCRIPTOMIC,Solanum lycopersicum,ILLUMINA,2020-05-04T00:00:00Z,2020-02-14T16:16:00Z,1,EA00940_apex_rep2,SRP216764,Apex (meristem and two youngest leaf primordia),Xingang Wang/Matthias Benoit/Sebastian Soyk,2019-04,biological replicate 2,
SRR11091079,RNA-Seq,86,536229006,PRJNA557253,SAMN14113627,Plant,197480125,JOHNS HOPKINS UNIVERSITY,public,EA00940,"sra,run.zq,fastq","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",Early vegetative apical meristems,SRX7730005,USA,North America,"USA: Cold Spring Harbor\, NY",NextSeq 500,97332,SINGLE,cDNA,TRANSCRIPTOMIC,Solanum lycopersicum,ILLUMINA,2020-05-04T00:00:00Z,2020-02-14T16:16:00Z,1,EA00940_apex_rep1,SRP216764,Apex (meristem and two youngest leaf primordia),Xingang Wang/Matthias Benoit/Sebastian Soyk,2019-04,biological replicate 1,
